time_at_cal,major,coding_exp_words,coding_exp_scale,cal_fav,piercings,pets_and_sibs,diet,prof_label,study_place,olympics,season,mts_beach,coffee_tea,tech_relationships,climate,crypto,ai,covid,fire_alarm,election,hotdogs,horse_duck,is_artist,is_comp_sci,is_entrepreneur,is_humanist,is_nat_sci,is_other,is_soc_sci
This is my first semester!,Intended Economics,None.,1,"I love the scenery, walkability, and how close my dorm is to everything. I am looking forward to being surrounded by intelligent and ambitious individuals who crave success as much as I do.",3,"2 pets, 2 siblings (4 total)",I eat both plants and animals.,Social Scientist,Crossroads Dining Hall,Curling,Summer,At the beach,Coffee,6,8,8,10,0.05,0.3,NA,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,ECON,Very little. I've just dipped my toe in.,6,Walk around the campus,0,"One dog, one brother",I eat both plants and animals.,Other,Moffitt Library,I am not excited to watch the Olympics.,Winter,In the mountains,Coffee,4,6,3,8,0,0.5,NA,No,Horse-sized duck,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my second year.,Microbial Biology,None.,1,The community,0,1,I eat both plants and animals.,Natural Scientist,Main Stacks,Snowboarding,Fall,At the beach,Tea,4,6,2,5,0.05,0.9,NA,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
This is my first semester!,Molecular and Cell Biology,Some. I've had to write code for one or two classes and am comfortable with it.,5,research & academic rigor,0,4,I eat both plants and animals.,Natural Scientist,in my apartment,Snowboarding,Spring,In the mountains,Tea,6,6,2,3,0.3,0.9,0.02,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
I'm in my second year.,Bioengineering + Business,"A bit. I've used coding in a limited capacity, such as for a small part of a course",5,Incredible people!,2,3,I eat both plants and animals.,Entrepreneur,My room in my apartment,Ice skating,Fall,In the mountains,Tea,8,10,4,9,1,1,0.07,Yes,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my third year.,Data Science and Economics,A good deal. I have several years of experience writing code.,6,NA,0,1,I eat both plants and animals.,Natural Scientist,NA,Alpine skiing,Fall,In the mountains,Tea,7,9,2,10,0,0.8,0.043,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
This is my first semester!,I'm an intended economics major.,"A bit. I've used coding in a limited capacity, such as for a small part of a course",5,I really enjoy the town of Berkeley.,0,"3 pets, 1 sibling",I eat both plants and animals.,Social Scientist,NA,Snowboarding,Spring,NA,Coffee,4,6,2,3,0.06,0.77,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my third year.,Economics,None.,1,the people,2,"no pets, 2 siblings",I eat both plants and animals.,Social Scientist,cafes,Ice skating,Summer,At the beach,Coffee,7,7,5,2,0.2,0.5,NA,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my second year.,Economics,"A bit. I've used coding in a limited capacity, such as for a small part of a course",3,"The education provided, maybe the CSO program.",0,1 pet + 1 siblings,I eat both plants and animals.,Other,Moffit,I am not excited to watch the Olympics.,Winter,In the mountains,Tea,8,10,2,2,0.3141592654,0.3333333333,0.07,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my second year.,economics,Very little. I've just dipped my toe in.,3,I love the wide campus.,2,2 sisters and 1 brother,I eat both plants and animals.,Entrepreneur,moffit library's cubicles on floor D,Ice skating,Fall,At the beach,Coffee,8,4,8,9,0.5,0.9,NA,Yes,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economics,None.,1,School Spirit,0,1 Dog & 1 brother,I eat both plants and animals.,Social Scientist,My Apartment,Bobsled/Luge/Skeleton,Fall,At the beach,Tea,5,8,5,3,0.15,0.5,0.025,No,Horse-sized duck,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Math,"A bit. I've used coding in a limited capacity, such as for a small part of a course",8,I am finding out.,1,"1 sibling, 2 pets",I eat both plants and animals.,Other,My dorm,Ice skating,Fall,At the beach,Coffee,5,4,3,4,0.4,0.3,0.07,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my second year.,Business,None.,1,Campus,5+,"0 pets, 2 siblings",I eat both plants and animals.,Other,Moffitt,I am not excited to watch the Olympics.,Summer,At the beach,Tea,5,2,3,5,0.2,0.4,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my second year.,Economics,None.,1,Campus,5+,2,I eat both plants and animals.,Other,Doe Library,Alpine skiing,Spring,In the mountains,Coffee,7,4,3,8,0.5,0.5,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
This is my first semester!,econ,Very little. I've just dipped my toe in.,5,the culture,5+,0,I eat both plants and animals.,Computational Scientist,library,Snowboarding,Spring,At the beach,Coffee,2,NA,4,7,0.2,0.25,NA,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my fourth year.,Applied Mathematics and Computer Science,A good deal. I have several years of experience writing code.,8,It’s close to Oakland,0,1,I eat both plants and animals.,Computational Scientist,Moffitt,I am not excited to watch the Olympics.,Summer,At the beach,Coffee,1,10,10,1,0,1,NA,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,economics,Some. I've had to write code for one or two classes and am comfortable with it.,8,the community,2,"0, 1",I eat both plants and animals.,Entrepreneur,asuc,Snowboarding,Winter,In the mountains,Tea,5,6,5,5,0.1,0.25,0.08,Yes,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economics,None.,1,The people! So far during GBO everyone has been so kind and welcoming; very willing to help me out.,2,4,I eat both plants and animals.,Social Scientist,East Asian,Ice skating,Fall,At the beach,Coffee,3,8,1,2,0.36,0.94,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my second year.,Intended Environmental Economics,Some. I've had to write code for one or two classes and am comfortable with it.,8,The school spirit!,2,I have 2 siblings,I eat both plants and animals.,Social Scientist,NA,Ice skating,Summer,In the mountains,Tea,6,7,6,7,0.25,0.9,NA,No,Horse-sized duck,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Intended Economics,Very little. I've just dipped my toe in.,2,Some faculty members and classmates are friendly.,0,1,I eat both plants and animals.,Other,"I have never tried. However, I think the libraries.",Snowboarding,Summer,At the beach,Coffee,5,5,3,8,0.99,0.5,0.02,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my first year.,Economics,Very little. I've just dipped my toe in.,3,I love the social and political climate,0,"I have one pet, a labradoodle named Luna, and an older brother.",I eat both plants and animals.,Entrepreneur,Moffitt Library,Snowboarding,Summer,At the beach,Coffee,5,6,2,9,0.1,0.5,0.07,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economics,None.,1,The environment,0,0,I eat both plants and animals.,Other,Moffit,Ice skating,Summer,At the beach,Tea,5,5,5,5,0.5,0.1,0.15,No,Horse-sized duck,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
This is my first semester!,Economics,"A bit. I've used coding in a limited capacity, such as for a small part of a course",3,The weather!,0,0,I eat both plants and animals.,Social Scientist,Moffitt,Speed skating,Spring,At the beach,Coffee,3,3,8,4,0.2,0.05,0.04,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,economics,None.,1,libraries,4,1,I eat both plants and animals.,Social Scientist,any library,I am not excited to watch the Olympics.,Fall,In the mountains,Tea,7,6,3,6,NA,0,0.05,No,Horse-sized duck,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my second year.,Media Studies,Very little. I've just dipped my toe in.,2,The people :),4,2 pets and 1 sibling,I eat both plants and animals.,Artist,East Asian Library,Ice skating,Spring,In the mountains,Coffee,6,8,3,8,0.4,0,NA,Yes,Duck-sized horse,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Economics,None.,1,Diversity,0,0,I eat both plants and animals.,Social Scientist,Moffitt,I am not excited to watch the Olympics.,Spring,In the mountains,Coffee,3,5,3,3,0.05,0.5,NA,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Economics,Very little. I've just dipped my toe in.,3,The community.,0,1,I eat both plants and animals.,Entrepreneur,Underground library.,I am not excited to watch the Olympics.,Fall,In the mountains,Tea,4,6,2,4,0.3,0.6,0.02,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Microbial Biology,None.,5,It's never quiet. There's always something interesting going on.,4,I have 3 cats and 1 older brother.,I eat both plants and animals.,Artist,"The VLSB library, the top floor of the anthropology building is pretty nice too.",Bobsled/Luge/Skeleton,Fall,At the beach,Tea,3,7,3,8,0.15,0.99999999,0.02,Yes,Horse-sized duck,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my first year.,Economics,Very little. I've just dipped my toe in.,2,The campus and how welcoming the staff is.,0,One pet and two siblings.,I eat both plants and animals.,Entrepreneur,Moffit,Alpine skiing,Summer,At the beach,Coffee,3,8,4,4,0.1,0.3,0.8,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economics,None.,1,Great Campus,0,2 siblings,I eat both plants and animals.,Entrepreneur,Moffit Library,Speed skating,Fall,In the mountains,Coffee,2,8,8,8,0.3,0.8,0.1,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economics,Some. I've had to write code for one or two classes and am comfortable with it.,7,"So far, I love how excited everyone seems to be here. My peers are engaged, friendly, and outgoing which I really like.",5+,"1 pet, 2 siblings",I eat both plants and animals.,Social Scientist,NA,Ice skating,Winter,At the beach,Coffee,7,6,4,8,0.37,0.44,0.02,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Economics,Very little. I've just dipped my toe in.,2,There are some people who are almost exactly like me here,0,2,I eat both plants and animals.,Natural Scientist,Doe library main stacks. The focus is just perfect,I am not excited to watch the Olympics.,Spring,In the mountains,I don't drink either,7,9,3,9,0.15,0.23,0.04,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
This is my first semester!,Economics,Some. I've had to write code for one or two classes and am comfortable with it.,6,I love the vibrant community! There really is a little bit of everything here.,1,0,I eat both plants and animals.,Social Scientist,Laundry Room with friends!,Ice skating,Fall,At the beach,Tea,5,6,4,8,0.05,0.001,0.04,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my second year.,Environmental Economics & Policy,None.,1,My favorite thing about Cal is the people here and the communities I'm part of on campus.,2,1 pet and 0 siblings,I eat both plants and animals.,Social Scientist,Doe Library,Ice skating,Summer,At the beach,Tea,7,8,3,7,0.3,0.6,0.02,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,cognitive science,"A bit. I've used coding in a limited capacity, such as for a small part of a course",8,the food in Berkeley,2,"2 pets, 1 sibling",I eat mostly plants.,Social Scientist,dorm room,I am not excited to watch the Olympics.,Summer,At the beach,Tea,4,8,7,3,0.75,0.23,NA,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my third year.,Environmental Science,"A bit. I've used coding in a limited capacity, such as for a small part of a course",5,Meeting awesome people and taking really interesting courses!,2,3,I eat both plants and animals.,Natural Scientist,Moffit,Ice skating,Spring,In the mountains,Tea,7,10,2,8,0.02,0.9,0.1,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
I'm in my second year.,Cognitive Science,"A bit. I've used coding in a limited capacity, such as for a small part of a course",6,NA,2,1,I eat both plants and animals.,Other,Environmental Design Library,Ice skating,Winter,In the mountains,Coffee,7,8,5,4,0.05,0.5,0.05,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my second year.,Media Studies and Political Science,None.,1,How beautiful everything is alongside how passionate the professors are. I feel like the environment here makes me more motivated to do better and learn more.,2,2 pets + 2 siblings,I eat both plants and animals.,Social Scientist,Doe reading room ( it is so pretty),Ice skating,Spring,At the beach,Tea,8,4,5,8,0.2,0.95,0.012,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Economics,"A bit. I've used coding in a limited capacity, such as for a small part of a course",4,The weather is really nice compared to Indiana.,0,1,I eat mostly plants.,Social Scientist,My study lounge on my dorm floor.,I am not excited to watch the Olympics.,Spring,At the beach,Tea,5,6,4,3,0.2,0.5,0.02,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Economics,None.,1,the diversity,0,1,I eat both plants and animals.,Entrepreneur,no favorite place yet ( first semester ),Snowboarding,Fall,At the beach,Coffee,5,5,9,5,0.1,0.9,NA,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Psychology and Legal Studies,Some. I've had to write code for one or two classes and am comfortable with it.,4,The culture,1,4 siblings,I eat both plants and animals.,Social Scientist,Multicultural center,Snowboarding,Winter,At the beach,Coffee,6,7,8,7,0.74,0.85,0.01,Yes,Horse-sized duck,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,business,None.,1,oski,1,5,I eat both plants and animals.,Other,my dorm,Ice skating,Spring,At the beach,Tea,5,7,9,4,0.5,0.6,0.5,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my third year.,Chemical Biology BS,None.,NA,Cool Air,2,"1 pet, 0 sibling",I eat both plants and animals.,Natural Scientist,My room,Ice skating,Summer,In the mountains,Tea,7,5,3,4,0.23,0.5,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
I'm in my third year.,Data Science and Computer Science,Some. I've had to write code for one or two classes and am comfortable with it.,7,Go to sport events,0,"2 siblings, 1 cat",I eat both plants and animals.,Computational Scientist,Moffit,I am not excited to watch the Olympics.,Summer,At the beach,Tea,4,2,NA,NA,NA,NA,NA,Yes,Horse-sized duck,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economics,"A bit. I've used coding in a limited capacity, such as for a small part of a course",3,The amount of resources.,0,2,I eat both plants and animals.,Other,Main Stacks,Snowboarding,Summer,At the beach,Tea,5,7,4,6,0.8,0.5,0.03,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
This is my first semester!,Economics,None.,1,The weather,0,4,I eat both plants and animals.,Other,Doe library,Ice skating,Fall,At the beach,Coffee,8,10,7,8,0,0.6,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
This is my first semester!,Economics,None.,1,"The natural, built, and social environment.",2,"2 younger sisters, no pets",I eat both plants and animals.,Social Scientist,Doe Library,Snowboarding,Fall,In the mountains,Coffee,6,5,5,9,0.6,0.85,0.1,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Environmental economics and policy,Very little. I've just dipped my toe in.,3,"Academic rigor, diversity of students",0,2,I eat both plants and animals.,Humanist,Doe library,I am not excited to watch the Olympics.,Summer,In the mountains,Coffee,6,5,3,9,0.3,0.2,0.06,Yes,Duck-sized horse,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
I'm in my second year.,Business Administration,None.,1,That I can't walk anywhere without saying hi to at least one person I know.,1,I have one younger brother and I don't have any pets.,I eat mostly plants.,Entrepreneur,Moffit or anywhere in Haas.,Snowboarding,Summer,At the beach,I don't drink either,5,5,6,6,0.1,0.8,NA,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Data Science,"A bit. I've used coding in a limited capacity, such as for a small part of a course",6,The community,0,1,I eat both plants and animals.,Entrepreneur,Apartment,Speed skating,Spring,At the beach,Coffee,8,10,NA,4,0.4,0.75,0.05,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Intended Economics,None.,1,"I appreciate the diversity in the student population and professors, and the variety of clubs offered at Cal!",1,1 sibling,I eat both plants and animals.,Entrepreneur,Student learning center,Ice skating,Winter,In the mountains,Tea,5,4,7,6,0.5,0.7,NA,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Economics and Global Studies,Very little. I've just dipped my toe in.,3,the weather,2,2,I eat both plants and animals.,Social Scientist,VLSB library; moffitt floor 5,Ice skating,Summer,At the beach,Coffee,6,4,4,6,0.5,0.9,0.1,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my second year.,MCB and Business Administration,Very little. I've just dipped my toe in.,2,The school spirit!,0,3,I eat both plants and animals.,Social Scientist,Moffit,Ice skating,Winter,In the mountains,Coffee,8,4,2,4,0.32,0.01,0.01,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Economics,None.,1,The environment,2,3 siblings,I eat both plants and animals.,Other,My room.,Ice skating,Spring,In the mountains,Tea,3,5,6,5,0.4,0.9,NA,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
This is my first semester!,Economics,None.,1,The campus and the diversity,0,"3 siblings, 1 pet",I eat both plants and animals.,Social Scientist,Doe Library & Free Speech Movement Cafe,Ice skating,Fall,At the beach,Coffee,6,5,5,6,NA,NA,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
